Transaction_ID,Date,Transaction_Type,Category,Item_Description,Amount_Raw,Tax_Amount,Total_Amount,Payment_Method,Payment_Status,Vendor_Supplier,Priority_Level
1143,2025-07-04,Income,Interest,Profit on savings,23986.8,4317.624,28304.424,Bank Transfer,Pending,Customer Payment,Low
1144,2025-07-22,Income,Interest,Bank interest,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Retail Client,Low
1145,2025-01-26,Income,Refunds,Return payment,29228.01,5261.0418,34489.0518,Check,Paid,Retail Client,Low
1146,2025-10-13,Expense,Stock Purchase,Wholesale purchase,94257.32,16966.317600000002,111223.63760000002,EasyPaisa,Pending,SSGC,Low
1147,2025-11-08,Income,Interest,Bank interest,18791.72,3382.5096,22174.2296,Bank Transfer,Pending,Consulting Fee,Low
1148,2025-12-25,Expense,Rent,Shop rent March,60182.52,10832.8536,71015.37359999999,Cash,Paid,Ali Traders,High
1149,2025-04-06,Income,Services,Cleaning service charge,38220.81,6879.7458,45100.5558,Check,Pending,Consulting Fee,Low
1150,2025-02-04,Expense,Rent,Office rent payment,65457.05,11782.269,77239.319,EasyPaisa,Paid,Careem,High
1151,2025-01-31,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Consulting Fee,Low
1152,2025-07-03,Expense,Maintenance,Furniture repair,49716.59,8948.9862,58665.5762,Bank Transfer,Paid,SSGC,Low
1153,2025-02-26,Income,Sales,Consulting income,36903.08,6642.5544,43545.6344,Bank Transfer,Paid,Retail Client,Low
1154,2025-09-30,Income,Interest,Bank interest,13603.99,2448.7182,16052.7082,Bank Transfer,Paid,Retail Client,Low
1155,2025-09-15,Expense,Electricity Bill,KE invoice,18516.41,3332.9538,21849.3638,EasyPaisa,Paid,SSGC,Low
1156,2025-04-11,Income,Sales,Product sale,35789.8,6442.164000000001,42231.96400000001,Cash,Paid,Consulting Fee,Low
1157,2025-04-16,Income,Refunds,Return payment,9985.59,1797.4062,11782.9962,Bank Transfer,Paid,Consulting Fee,Low
1158,2025-01-07,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Retail Client,Low
1159,2025-04-28,Expense,Rent,Warehouse rent,67015.32,12062.7576,79078.0776,Check,Paid,Salaried Staff,High
1160,2025-02-04,Expense,Electricity Bill,KE invoice,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,SSGC,Low
1161,2025-10-01,Expense,Refunds,Fuel charges,4044.2,727.9559999999999,4772.156,Cash,Paid,Metro Karachi,Low
1163,2025-10-28,Income,Sales,Service revenue,35302.34,6354.421199999999,41656.76119999999,EasyPaisa,Paid,Customer Payment,Low
1164,2025-04-30,Income,Sales,Consulting income,29823.45,5368.221,35191.671,Bank Transfer,Pending,Online Sale,Low
1165,2025-11-27,Expense,Rent,Warehouse rent,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Pending,K-Electric,High
1166,2025-01-02,Income,Sales,Product sale,31753.26,5715.586799999999,37468.8468,Check,Paid,Consulting Fee,Low
1167,2025-04-07,Expense,Stock Purchase,Inventory restock,114185.77,20553.4386,134739.2086,EasyPaisa,Paid,SSGC,Low
1168,2025-09-19,Income,Interest,Profit on savings,38438.5,6918.929999999999,45357.43,Bank Transfer,Paid,Online Sale,Low
1169,2025-06-11,Income,Refunds,Product sale,49731.96,8951.7528,58683.7128,Bank Transfer,Pending,Consulting Fee,Low
1170,2025-06-18,Expense,Stock Purchase,Inventory restock,-8141.0,-1465.38,-9606.38,Bank Transfer,Paid,Daraz,Low
1171,2025-11-28,Expense,Refunds,K-Electric Bill,19081.59,3434.6862,22516.2762,EasyPaisa,Paid,Imtiaz Mall,Low
1172,2025-07-24,Expense,Maintenance,AC repair,23496.55,4229.379,27725.929,Check,Pending,Imtiaz Mall,Low
1173,2025-03-02,Expense,Refunds,Leaflet printing,18196.91,3275.4438,21472.3538,Bank Transfer,Paid,Imtiaz Mall,Low
1174,2025-12-26,Expense,Stock Purchase,Inventory restock,-1095.0,-197.1,-1292.1,EasyPaisa,Paid,Zong,Low
1175,2025-07-04,Expense,Marketing,Facebook ads,20992.14,3778.5852,24770.7252,Bank Transfer,Paid,JazzCash,Low
1176,2025-02-08,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Consulting Fee,Low
1177,2025-06-21,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
1178,2025-01-24,Expense,Stock Purchase,Raw materials,38399.67,6911.940599999999,45311.6106,Bank Transfer,Pending,Careem,Low
1179,2025-01-26,Income,Interest,Profit on savings,47556.64,8560.1952,56116.8352,Bank Transfer,Pending,Online Sale,Low
1180,2025-09-15,Income,Refunds,Customer refund,24531.0,4415.58,28946.58,Bank Transfer,Paid,Online Sale,Low
1181,2025-03-11,Expense,Rent,Office rent payment,77148.56,13886.7408,91035.3008,Bank Transfer,Paid,Ali Traders,High
1182,2025-04-02,Expense,Maintenance,AC repair,21942.78,3949.7004,25892.4804,EasyPaisa,Paid,Ali Traders,Low
1183,2025-01-28,Income,Services,Web development fee,40578.27,7304.088599999999,47882.35859999999,Cash,Paid,Customer Payment,Low
1184,2025-12-01,Income,Refunds,Return payment,32470.06,5844.6108,38314.6708,Check,Paid,Consulting Fee,Low
1186,2025-03-14,Expense,Salaries,Part-time wages,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,K-Electric,Low
1187,2025-10-15,Expense,Salaries,Staff salaries Feb,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Salaried Staff,Low
1188,2025-05-04,Expense,Refunds,Furniture repair,20875.95,3757.671,24633.621,Check,Paid,Metro Karachi,Low
1189,2025-10-08,Income,Refunds,Customer refund,48399.81,8711.9658,57111.7758,Check,Paid,Online Sale,Low
1190,2025-06-02,Expense,Salaries,Monthly payroll,189103.22,34038.5796,223141.7996,Cash,Paid,SSGC,Low
1191,2025-02-10,Expense,Stock Purchase,Raw materials,114794.25,20662.965,135457.215,Bank Transfer,Paid,Ali Traders,Low
1192,2025-11-19,Expense,Transport,Vehicle maintenance,2424.03,436.3254,2860.3554000000004,Cash,Pending,K-Electric,Low
1193,2025-11-04,Income,Services,Cleaning service charge,22536.67,4056.6006,26593.2706,Bank Transfer,Paid,Online Sale,Low
1194,2025-04-30,Expense,Maintenance,AC repair,49912.33,8984.2194,58896.5494,Bank Transfer,Paid,JazzCash,Low
1195,2025-10-17,Expense,Maintenance,AC repair,21466.36,3863.9448,25330.3048,Cash,Paid,Ali Traders,Low
1196,2025-04-04,Expense,Maintenance,Furniture repair,31264.13,5627.5434,36891.6734,Cash,Paid,SSGC,Low
1197,2025-12-27,Income,Services,Cleaning service charge,34038.15,6126.867,40165.017,Cash,Paid,Retail Client,Low
1198,2025-05-23,Expense,Refunds,Staff salaries Feb,201296.46,36233.3628,237529.8228,Cash,Paid,SSGC,Low
1199,2025-02-18,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Retail Client,Low
1200,2025-07-28,Expense,Marketing,Leaflet printing,-9970.0,-1794.6,-11764.6,Cash,Pending,Ali Traders,Low
1201,2025-01-23,Income,Interest,Bank interest,47842.62,8611.6716,56454.2916,EasyPaisa,Pending,Retail Client,Low
1203,2025-05-11,Income,Interest,Profit on savings,27093.33,4876.7994,31970.1294,Bank Transfer,Paid,Customer Payment,Low
1204,2025-04-23,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Customer Payment,Low
1205,2025-11-23,Expense,Marketing,Facebook ads,-2911.0,-523.98,-3434.98,Check,Paid,K-Electric,Low
1206,2025-01-04,Expense,Transport,Fuel charges,13270.4,2388.672,15659.072,Check,Paid,Metro Karachi,Low
1207,2025-03-29,Expense,Electricity Bill,KE invoice,24065.03,4331.7054,28396.7354,Bank Transfer,Pending,JazzCash,Low
1208,2025-07-09,Expense,Refunds,Facebook ads,39415.62,7094.8116,46510.4316,Bank Transfer,Paid,Salaried Staff,Low
1209,2025-06-26,Income,Services,Web development fee,35170.99,6330.7782,41501.7682,Cash,Paid,Online Sale,Low
1210,2025-09-25,Expense,Transport,Vehicle maintenance,2322.49,418.0482,2740.5382,Check,Paid,K-Electric,Low
1211,2025-02-11,Expense,Marketing,Leaflet printing,29477.75,5305.995,34783.745,Check,Paid,K-Electric,Low
1212,2025-09-03,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
1213,2025-04-01,Income,Refunds,Customer refund,47302.96,8514.532799999999,55817.4928,EasyPaisa,Paid,Customer Payment,Low
1214,2025-03-09,Income,Sales,Product sale,10788.95,1942.011,12730.961,Bank Transfer,Paid,Online Sale,Low
1215,2025-07-03,Income,Sales,Service revenue,2550.73,459.1314,3009.8614,Cash,Paid,Online Sale,Low
1216,2025-07-22,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Consulting Fee,Low
1217,2025-11-09,Income,Services,Web development fee,49538.08,8916.8544,58454.9344,Bank Transfer,Pending,Customer Payment,Low
1218,2025-03-23,Income,Sales,Service revenue,48285.36,8691.3648,56976.7248,Cash,Paid,Retail Client,Low
1219,2025-02-11,Income,Sales,Consulting income,48457.53,8722.3554,57179.8854,Bank Transfer,Paid,Consulting Fee,Low
1220,2025-04-30,Expense,Salaries,Part-time wages,178743.28,32173.7904,210917.0704,EasyPaisa,Paid,SSGC,Low
1221,2025-01-19,Expense,Stock Purchase,Inventory restock,134668.35,24240.303,158908.653,Bank Transfer,Paid,SSGC,Low
1222,2025-06-25,Expense,Electricity Bill,K-Electric Bill,22003.01,3960.5418,25963.5518,Check,Paid,Ali Traders,Low
1224,2025-05-03,Income,Refunds,Return payment,47493.51,8548.8318,56042.3418,Cash,Paid,Online Sale,Low
1225,2025-09-28,Expense,Stock Purchase,Inventory restock,54719.9,9849.582,64569.482,Check,Pending,Salaried Staff,Low
1226,2025-06-19,Expense,Stock Purchase,Wholesale purchase,137193.41,24694.8138,161888.2238,EasyPaisa,Paid,Imtiaz Mall,Low
1227,2025-05-19,Expense,Stock Purchase,Wholesale purchase,64419.76,11595.5568,76015.3168,Bank Transfer,Pending,Zong,Low
1228,2025-07-23,Expense,Maintenance,AC repair,46723.13,8410.1634,55133.2934,EasyPaisa,Paid,JazzCash,Low
1229,2025-03-22,Expense,Maintenance,Furniture repair,44420.41,7995.6738,52416.08380000001,Check,Paid,Ali Traders,Low
1230,2025-04-26,Income,Sales,Consulting income,36678.1,6602.057999999999,43280.158,Bank Transfer,Paid,Retail Client,Low
1231,2025-10-09,Expense,Rent,Shop rent March,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,SSGC,High
1232,2025-05-13,Expense,Maintenance,Furniture repair,29287.93,5271.8274,34559.7574,Check,Paid,Careem,Low
1233,2025-02-01,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Retail Client,Low
1234,2025-01-13,Income,Interest,Bank interest,9722.27,1750.0086,11472.2786,Cash,Paid,Online Sale,Low
1235,2025-10-21,Income,Services,Cleaning service charge,8131.65,1463.697,9595.347,Cash,Paid,Online Sale,Low
1236,2025-09-06,Income,Refunds,Return payment,17936.32,3228.5376,21164.8576,Bank Transfer,Paid,Online Sale,Low
1237,2025-08-15,Income,Services,Web development fee,42716.77,7689.018599999999,50405.7886,EasyPaisa,Pending,Online Sale,Low
1238,2025-09-17,Expense,Rent,Office rent payment,49454.5,8901.81,58356.31,Bank Transfer,Paid,K-Electric,High
1239,2025-01-08,Expense,Rent,Shop rent March,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Metro Karachi,High
1240,2025-04-04,Income,Interest,Bank interest,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
1241,2025-11-21,Income,Refunds,Customer refund,49524.28,8914.3704,58438.6504,Bank Transfer,Paid,Online Sale,Low
1242,2025-07-13,Income,Refunds,Return payment,45060.8,8110.944,53171.744000000006,Bank Transfer,Paid,Consulting Fee,Low
1243,2025-05-20,Expense,Transport,Vehicle maintenance,3078.96,554.2128,3633.1728,Bank Transfer,Paid,K-Electric,Low
1244,2025-09-18,Expense,Transport,Fuel charges,8961.48,1613.0664,10574.5464,Cash,Paid,JazzCash,Low
1245,2025-02-06,Income,Refunds,Return payment,28693.98,5164.9164,33858.8964,Bank Transfer,Paid,Consulting Fee,Low
1247,2025-03-11,Income,Services,Web development fee,28792.89,5182.7202,33975.6102,Check,Paid,Consulting Fee,Low
1249,2025-01-15,Expense,Electricity Bill,K-Electric Bill,8170.79,1470.7422,9641.5322,Cash,Paid,Careem,Low
1251,2025-10-06,Expense,Refunds,Raw materials,65890.43,11860.2774,77750.70739999998,Bank Transfer,Pending,Foodpanda,Low
1252,2025-10-17,Expense,Marketing,Billboard rent,8846.85,1592.433,10439.283,EasyPaisa,Pending,JazzCash,Low
1253,2025-04-16,Income,Refunds,Return payment,10715.32,1928.7576,12644.0776,EasyPaisa,Paid,Customer Payment,Low
1254,2025-10-14,Expense,Marketing,Leaflet printing,29816.28,5366.930399999999,35183.2104,Cash,Pending,SSGC,Low
1255,2025-11-08,Income,Refunds,Return payment,28958.54,5212.5372,34171.0772,EasyPaisa,Paid,Consulting Fee,Low
1256,2025-12-25,Income,Services,Web development fee,25274.96,4549.4928,29824.4528,Bank Transfer,Paid,Consulting Fee,Low
1257,2025-09-25,Expense,Rent,Office rent payment,30398.8,5471.784,35870.584,Check,Paid,Zong,High
1258,2025-09-03,Income,Interest,Profit on savings,26169.32,4710.4776,30879.7976,EasyPaisa,Paid,Consulting Fee,Low
1259,2025-03-06,Income,Services,Web development fee,28550.91,5139.163799999999,33690.0738,Cash,Pending,Consulting Fee,Low
1260,2025-01-15,Income,Refunds,Customer refund,10599.99,1907.9982,12507.9882,Check,Pending,Retail Client,Low
1261,2025-04-08,Expense,Marketing,Leaflet printing,21497.37,3869.5266,25366.8966,Cash,Paid,Daraz,Low
1262,2025-05-14,Expense,Marketing,Facebook ads,16453.96,2961.7128,19415.6728,Cash,Pending,K-Electric,Low
1264,2025-04-17,Income,Refunds,Product sale,35853.18,6453.5724,42306.7524,Cash,Pending,Consulting Fee,Low
1265,2025-11-30,Expense,Transport,Vehicle maintenance,6340.01,1141.2018,7481.2118,Bank Transfer,Pending,Ali Traders,Low
1266,2025-09-07,Expense,Electricity Bill,KE invoice,24870.94,4476.7692,29347.7092,Cash,Paid,Careem,Low
1267,2025-07-07,Income,Services,Cleaning service charge,17247.85,3104.613,20352.463,Bank Transfer,Paid,Retail Client,Low
1268,2025-11-16,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
1269,2025-05-10,Expense,Stock Purchase,Raw materials,68125.36,12262.5648,80387.92480000001,Bank Transfer,Paid,Shell,Low
1270,2025-09-07,Income,Services,Web development fee,45936.04,8268.4872,54204.5272,Bank Transfer,Pending,Customer Payment,Low
1271,2025-10-25,Income,Sales,Service revenue,40809.05,7345.629,48154.679,Check,Paid,Retail Client,Low
1272,2025-09-01,Expense,Refunds,KE invoice,20733.19,3731.9742,24465.1642,EasyPaisa,Paid,Shell,Low
1273,2025-10-02,Expense,Salaries,Monthly payroll,206755.3,37215.954,243971.254,Bank Transfer,Paid,Metro Karachi,Low
1274,2025-08-20,Income,Services,Web development fee,48976.66,8815.7988,57792.45880000001,Cash,Paid,Consulting Fee,Low
1275,2025-08-01,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Retail Client,Low
1276,2025-02-26,Expense,Rent,Office rent payment,54611.5,9830.07,64441.57,Bank Transfer,Paid,SSGC,High
1277,2025-07-04,Expense,Salaries,Staff salaries Feb,175376.83,31567.829399999995,206944.6594,Check,Paid,SSGC,Low
1278,2025-01-01,Income,Services,Cleaning service charge,43921.85,7905.932999999999,51827.783,Check,Pending,Retail Client,Low
1279,2025-05-19,Expense,Refunds,Office rent payment,60692.48,10924.6464,71617.12640000001,EasyPaisa,Paid,Metro Karachi,Low
1280,2025-12-16,Expense,Stock Purchase,Wholesale purchase,43615.71,7850.827799999999,51466.5378,Bank Transfer,Paid,JazzCash,Low
1281,2025-08-01,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Online Sale,Low
1282,2025-07-24,Expense,Marketing,Facebook ads,9683.74,1743.0731999999998,11426.8132,Bank Transfer,Paid,Zong,Low
1283,2025-07-30,Income,Sales,Consulting income,37993.82,6838.8876,44832.7076,Bank Transfer,Paid,Consulting Fee,Low
1284,2025-03-20,Expense,Salaries,Part-time wages,135977.08,24475.8744,160452.9544,Bank Transfer,Paid,K-Electric,Low
1285,2025-12-09,Expense,Rent,Office rent payment,41151.76,7407.3168,48559.0768,Cash,Paid,Ali Traders,High
1286,2025-12-27,Income,Sales,Product sale,5170.88,930.7584,6101.6384,EasyPaisa,Paid,Customer Payment,Low
1287,2025-02-27,Expense,Marketing,Billboard rent,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,SSGC,Low
1288,2025-05-15,Income,Interest,Profit on savings,41940.0,7549.2,49489.2,Check,Paid,Customer Payment,Low
1289,2025-09-12,Expense,Transport,Vehicle maintenance,2810.22,505.8396,3316.0596,Cash,Paid,Shell,Low
1290,2025-03-16,Income,Sales,Product sale,-1745.0,-314.1,-2059.1,Bank Transfer,Paid,Retail Client,Low
1291,2025-02-27,Expense,Transport,Vehicle maintenance,2552.51,459.4518000000001,3011.9618,Bank Transfer,Paid,Ali Traders,Low
1292,2025-12-19,Income,Sales,Product sale,10237.07,1842.6726,12079.7426,Bank Transfer,Paid,Retail Client,Low
1293,2025-06-14,Income,Refunds,Return payment,26708.28,4807.4904,31515.7704,EasyPaisa,Paid,Customer Payment,Low
1294,2025-11-12,Income,Sales,Service revenue,35026.57,6304.7826,41331.3526,Check,Paid,Consulting Fee,Low
1295,2025-10-12,Income,Interest,Bank interest,20671.7,3720.906,24392.606,Cash,Paid,Retail Client,Low
1296,2025-07-26,Income,Interest,Bank interest,39659.55,7138.719,46798.269,Bank Transfer,Paid,Online Sale,Low
1297,2025-04-25,Expense,Refunds,Staff salaries Feb,184498.39,33209.7102,217708.1002,Bank Transfer,Paid,Careem,Low
1298,2025-02-21,Expense,Salaries,Part-time wages,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,K-Electric,Low
1299,2025-10-31,Expense,Marketing,Leaflet printing,17248.02,3104.6436,20352.6636,Cash,Paid,Salaried Staff,Low
1300,2025-07-20,Expense,Electricity Bill,KE invoice,22731.89,4091.7402,26823.6302,Cash,Paid,Zong,Low
1301,2025-11-13,Expense,Stock Purchase,Raw materials,94632.26,17033.8068,111666.0668,Cash,Paid,Ali Traders,Low
1302,2025-12-15,Expense,Electricity Bill,Power bill,16419.57,2955.5226,19375.0926,Bank Transfer,Paid,K-Electric,Low
1303,2025-02-27,Expense,Stock Purchase,Inventory restock,87468.38,15744.3084,103212.6884,Check,Pending,Imtiaz Mall,Low
1304,2025-07-14,Expense,Maintenance,Furniture repair,1483.94,267.1092,1751.0492,Check,Paid,JazzCash,Low
1305,2025-01-17,Income,Interest,Profit on savings,20310.63,3655.9134,23966.5434,Cash,Pending,Customer Payment,Low
1306,2025-05-10,Expense,Marketing,Facebook ads,-4112.0,-740.16,-4852.16,Cash,Paid,JazzCash,Low
1307,2025-10-10,Income,Interest,Bank interest,21091.71,3796.5078,24888.2178,Bank Transfer,Paid,Customer Payment,Low
1308,2025-01-07,Income,Sales,Product sale,36150.09,6507.016199999999,42657.1062,Cash,Paid,Consulting Fee,Low
1309,2025-11-27,Income,Sales,Service revenue,28118.93,5061.4074,33180.337400000004,Check,Paid,Online Sale,Low
1310,2025-05-31,Expense,Stock Purchase,Wholesale purchase,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,JazzCash,Low
1311,2025-01-18,Income,Sales,Service revenue,34552.64,6219.4752,40772.1152,EasyPaisa,Paid,Retail Client,Low
1312,2025-11-01,Income,Interest,Profit on savings,39016.88,7023.0384,46039.9184,Check,Paid,Retail Client,Low
1313,2025-04-02,Income,Services,Web development fee,11165.02,2009.7036,13174.7236,Check,Paid,Retail Client,Low
1314,2025-07-19,Expense,Marketing,Leaflet printing,18032.79,3245.9022,21278.6922,EasyPaisa,Pending,Daraz,Low
1315,2025-10-01,Income,Refunds,Return payment,48487.73,8727.7914,57215.521400000005,Bank Transfer,Paid,Retail Client,Low
1316,2025-11-02,Income,Sales,Service revenue,9649.33,1736.8794,11386.2094,Check,Pending,Customer Payment,Low
1317,2025-08-26,Expense,Salaries,Part-time wages,134062.24,24131.2032,158193.44319999998,EasyPaisa,Paid,Shell,Low
1318,2025-09-08,Expense,Marketing,Billboard rent,16759.59,3016.7262,19776.3162,Cash,Pending,JazzCash,Low
1319,2025-08-21,Expense,Electricity Bill,KE invoice,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,Imtiaz Mall,Low
1320,2025-09-29,Income,Interest,Bank interest,12362.47,2225.2446,14587.7146,Check,Pending,Online Sale,Low
1321,2025-03-31,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Consulting Fee,Low
1322,2025-08-16,Expense,Stock Purchase,Wholesale purchase,62566.89,11262.0402,73828.9302,Cash,Paid,Metro Karachi,Low
1323,2025-08-06,Expense,Salaries,Monthly payroll,199312.8,35876.304,235189.104,Check,Pending,Foodpanda,Low
1325,2025-10-28,Income,Sales,Product sale,27928.13,5027.0634,32955.193400000004,Bank Transfer,Paid,Customer Payment,Low
1326,2025-02-18,Income,Interest,Profit on savings,15093.05,2716.749,17809.799,Check,Paid,Retail Client,Low
1327,2025-07-09,Expense,Electricity Bill,Power bill,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Zong,Low
1328,2025-08-25,Income,Refunds,Web development fee,45411.54,8174.0772,53585.6172,Check,Pending,Customer Payment,Low
1329,2025-06-03,Expense,Electricity Bill,KE invoice,9122.21,1641.9978,10764.207799999998,Check,Paid,Shell,Low
1330,2025-04-22,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Online Sale,Low
1331,2025-06-22,Income,Sales,Product sale,29066.06,5231.8908,34297.9508,Check,Pending,Online Sale,Low
1332,2025-07-11,Income,Refunds,Return payment,1088.49,195.9282,1284.4182,Bank Transfer,Pending,Retail Client,Low
1333,2025-03-04,Income,Services,Web development fee,42953.63,7731.653399999999,50685.2834,EasyPaisa,Paid,Consulting Fee,Low
1334,2025-05-05,Expense,Refunds,Warehouse rent,71317.59,12837.1662,84154.7562,Cash,Paid,Metro Karachi,Low
1335,2025-06-03,Income,Interest,Profit on savings,17490.93,3148.3674,20639.2974,Bank Transfer,Paid,Consulting Fee,Low
1336,2025-02-10,Income,Refunds,Return payment,48840.32,8791.257599999999,57631.5776,Cash,Paid,Consulting Fee,Low
1337,2025-05-07,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Customer Payment,Low
1338,2025-04-04,Expense,Rent,Warehouse rent,79838.42,14370.915599999998,94209.3356,Cash,Paid,Daraz,High
1339,2025-02-12,Expense,Maintenance,Furniture repair,35534.97,6396.2946,41931.2646,Cash,Paid,Ali Traders,Low
1340,2025-06-15,Income,Refunds,Return payment,2621.26,471.8268000000001,3093.0868,Bank Transfer,Paid,Customer Payment,Low
1341,2025-09-09,Income,Sales,Product sale,10822.27,1948.0086,12770.2786,EasyPaisa,Paid,Customer Payment,Low
1342,2025-09-28,Income,Refunds,Customer refund,28969.07,5214.4326,34183.5026,Check,Paid,Consulting Fee,Low
1343,2025-11-07,Income,Services,Cleaning service charge,25702.8,4626.504,30329.304,EasyPaisa,Paid,Retail Client,Low
1345,2025-09-25,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Online Sale,Low
1347,2025-01-12,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Retail Client,Low
1348,2025-02-03,Income,Sales,Service revenue,12389.8,2230.164,14619.964,Cash,Paid,Customer Payment,Low
1349,2025-11-21,Income,Services,Cleaning service charge,36644.39,6595.990199999999,43240.3802,Check,Paid,Online Sale,Low
1350,2025-04-15,Income,Refunds,Web development fee,42178.1,7592.057999999999,49770.158,EasyPaisa,Paid,Online Sale,Low
1351,2025-12-11,Income,Services,Web development fee,11148.06,2006.6508,13154.7108,Bank Transfer,Paid,Online Sale,Low
1352,2025-03-19,Income,Sales,Product sale,40228.09,7241.056199999999,47469.1462,EasyPaisa,Pending,Customer Payment,Low
1353,2025-01-06,Expense,Stock Purchase,Raw materials,24498.95,4409.811,28908.761,Cash,Paid,Shell,Low
1354,2025-01-22,Expense,Rent,Office rent payment,42694.29,7684.9722,50379.2622,EasyPaisa,Paid,Salaried Staff,High
1355,2025-02-26,Income,Sales,Service revenue,48929.35,8807.283,57736.633,EasyPaisa,Paid,Retail Client,Low
1356,2025-07-04,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
1357,2025-08-31,Income,Interest,Bank interest,21322.98,3838.1364,25161.1164,Cash,Paid,Retail Client,Low
1358,2025-11-30,Expense,Marketing,Leaflet printing,38967.9,7014.222,45982.122,EasyPaisa,Paid,SSGC,Low
1359,2025-02-27,Expense,Rent,Office rent payment,63370.74,11406.7332,74777.4732,Cash,Paid,Metro Karachi,High
1360,2025-12-26,Expense,Transport,Petrol for delivery,4769.28,858.4703999999999,5627.7504,Bank Transfer,Paid,Ali Traders,Low
1361,2025-10-17,Income,Sales,Product sale,28778.39,5180.1102,33958.5002,Check,Paid,Online Sale,Low
1362,2025-04-12,Expense,Salaries,Part-time wages,187409.25,33733.665,221142.915,Bank Transfer,Paid,Ali Traders,Low
1363,2025-06-13,Expense,Stock Purchase,Raw materials,21264.68,3827.6424,25092.3224,Bank Transfer,Paid,Shell,Low
1364,2025-03-17,Income,Refunds,Customer refund,38187.44,6873.7392,45061.1792,Cash,Paid,Customer Payment,Low
1365,2025-07-26,Expense,Salaries,Part-time wages,-2474.0,-445.32,-2919.32,Bank Transfer,Paid,K-Electric,Low
1366,2025-02-17,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Salaried Staff,Low
1367,2025-10-05,Expense,Refunds,Power bill,24999.5,4499.91,29499.41,Cash,Paid,Ali Traders,Low
1368,2025-10-29,Expense,Transport,Petrol for delivery,13464.46,2423.6028,15888.0628,Check,Paid,Imtiaz Mall,Low
1369,2025-06-12,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Retail Client,Low
1370,2025-12-07,Income,Sales,Product sale,12339.09,2221.0362,14560.1262,Check,Paid,Customer Payment,Low
1371,2025-05-09,Expense,Marketing,Billboard rent,10189.44,1834.0992,12023.5392,Bank Transfer,Paid,Ali Traders,Low
1372,2025-03-13,Income,Services,Web development fee,30024.94,5404.4892,35429.4292,Bank Transfer,Paid,Customer Payment,Low
1373,2025-06-27,Income,Interest,Profit on savings,23644.66,4256.0388,27900.6988,Bank Transfer,Paid,Retail Client,Low
1374,2025-06-26,Expense,Rent,Shop rent March,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Metro Karachi,High
1375,2025-12-18,Expense,Rent,Warehouse rent,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,JazzCash,High
